track,artist,data_type,popularity_artist,popularity_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,alternative,baltic_slavic,bluegrass,blues,celtic,country,dance,disco,edm,electro,english,folk,germanic,hip hop,house,jam band,jazz,other,piano,pop,psychedelic,punk,r&b,rap,reggae,rock,romance,soul,south_american,swing,techno,trance,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,release_date_2000s,release_date_60s,release_date_70s,release_date_80s,release_date_90s,release_date_Post_2010s,time_signature_1,time_signature_3,time_signature_4,time_signature_5
Cómo Me Quieres,Khruangbin,user_library,0.73,0.53,0.5489999999999999,0.532,0.16745000000000002,0.0423,0.00605,0.883,0.371,0.564,0.19377654939549066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Maria También,Khruangbin,user_library,0.73,0.54,0.748,0.63,0.12196666666666665,0.046,0.0026100000000000003,0.8590000000000001,0.532,0.846,0.3171291253676071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
August 10,Khruangbin,user_library,0.73,0.53,0.596,0.401,0.20976666666666663,0.0383,0.0159,0.894,0.16,0.7390000000000001,0.1706649602439822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
A Hymn,Khruangbin,user_library,0.73,0.46,0.631,0.215,0.3219,0.0403,0.244,0.9109999999999999,0.13,0.166,0.45772519333405953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Rules,Khruangbin,user_library,0.73,0.45,0.5760000000000001,0.511,0.18341666666666667,0.0384,0.0215,0.804,0.563,0.812,0.11589151508550272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Friday Morning,Khruangbin,user_library,0.73,0.52,0.36,0.261,0.2273166666666667,0.0319,0.125,0.843,0.105,0.44299999999999995,0.14304678139636212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Fly Kicks - Wax Motif Remix,AC Slater,user_library,0.55,0.59,0.897,0.6920000000000001,0.08308333333333334,0.0492,0.0187,0.728,0.0603,0.607,0.4629942272083651,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Omega (feat. Ibranovski),Tchami,user_library,0.66,0.32,0.804,0.6809999999999999,0.16758333333333333,0.0855,4.61e-05,0.847,0.0387,0.8079999999999999,0.46280361616381666,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Casper,Takeoff,user_library,0.66,0.68,0.9209999999999999,0.607,0.12328333333333334,0.209,0.525,1.12e-06,0.12300000000000001,0.753,0.5654272410412808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Top Off,Gunna,user_library,0.9,0.0,0.9059999999999999,0.395,0.18795,0.20600000000000002,0.0103,0.000195,0.11699999999999999,0.376,0.606170351813528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Put a Date On It (feat. Lil Baby),Yo Gotti,user_library,0.76,0.59,0.835,0.659,0.09493333333333334,0.31,0.0123,0.0,0.37200000000000005,0.579,0.49639200522818866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Give It To Me,Timbaland,user_library,0.79,0.67,0.975,0.711,0.06506666666666666,0.0632,0.168,0.000552,0.0799,0.815,0.36494526740006544,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
The Standard,Klouds Music,user_library,0.0,0.0,0.69,0.723,0.16088333333333332,0.0585,0.0335,0.00375,0.0804,0.722,0.647001960570744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Jambox,The Floozies,user_library,0.48,0.0,0.664,0.843,0.07673333333333333,0.076,0.107,0.38799999999999996,0.131,0.7090000000000001,0.22450577279163492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Remind Me,Röyksopp,user_library,0.63,0.49,0.865,0.384,0.19921666666666665,0.0577,0.024,0.434,0.0682,0.852,0.4456758523036706,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"Leaving, On a Jet Plane - ""Greatest Hits"" Version",John Denver,user_library,0.74,0.0,0.43799999999999994,0.213,0.20518333333333333,0.0319,0.857,0.0,0.0809,0.6659999999999999,0.4380446029844243,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Yamborghini High (feat. Juicy J),A$AP Mob,user_library,0.66,0.69,0.838,0.765,0.10498333333333333,0.28,0.0283,1.4999999999999999e-05,0.0779,0.635,0.5497426750898595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
A New Day,GRiZ,user_library,0.64,0.0,0.64,0.743,0.10426666666666667,0.13699999999999998,0.015,0.0,0.245,0.618,0.6333868859601353,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
It Gets Better,GRiZ,user_library,0.64,0.0,0.522,0.909,0.09936666666666667,0.0432,0.000766,0.000285,0.135,0.609,0.6670501579348656,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Can’t Get Enough,GRiZ,user_library,0.64,0.0,0.584,0.909,0.09776666666666668,0.185,0.0007469999999999999,0.0422,0.179,0.556,0.756106360962858,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
I'm Good,GRiZ,user_library,0.64,0.0,0.605,0.725,0.12228333333333334,0.0824,0.00143,0.00492,0.324,0.763,0.7011423047598302,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Your Way (feat. Day Wave),Jai Wolf,user_library,0.64,0.3,0.574,0.698,0.10181666666666667,0.0277,0.00365,0.527,0.675,0.12300000000000001,0.4292492647859711,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Holding Hands (feat. Elohim),Quinn XCII,user_library,0.77,0.51,0.67,0.452,0.15983333333333333,0.11199999999999999,0.455,3.16e-05,0.11900000000000001,0.401,0.673728352031369,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Autopilot,Quinn XCII,user_library,0.77,0.53,0.8109999999999999,0.622,0.11595000000000001,0.0935,0.19399999999999998,0.0,0.128,0.899,0.2585706894673783,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Life Must Go On,Quinn XCII,user_library,0.77,0.56,0.715,0.551,0.10810000000000002,0.096,0.126,0.0,0.314,0.528,0.2308503975601785,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
U & Us,Quinn XCII,user_library,0.77,0.65,0.598,0.73,0.13118333333333335,0.0423,0.087,0.00268,0.18600000000000003,0.264,0.4971340267944668,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Werewolf (feat. Yoshi Flower),Quinn XCII,user_library,0.77,0.51,0.695,0.557,0.11143333333333333,0.396,0.0403,0.0,0.0832,0.684,0.7139064372072761,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Tough (feat. Noah Kahan),Quinn XCII,user_library,0.77,0.6,0.7290000000000001,0.5710000000000001,0.11745000000000001,0.0551,0.39,0.0,0.111,0.687,0.24584059470645897,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Matches,Quinn XCII,user_library,0.77,0.44,0.711,0.43,0.14286666666666667,0.0882,0.45899999999999996,1.7899999999999998e-05,0.187,0.297,0.19730966125694377,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
When I Die,Quinn XCII,user_library,0.77,0.45,0.8170000000000001,0.355,0.12708333333333333,0.0459,0.307,1.29e-05,0.0981,0.551,0.13594651998692947,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Abel & Cain,Quinn XCII,user_library,0.77,0.43,0.8029999999999999,0.589,0.09536666666666667,0.156,0.0567,0.0,0.0713,0.589,0.2655620302799259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Sad Still,Quinn XCII,user_library,0.77,0.48,0.711,0.6729999999999999,0.10508333333333333,0.32,0.055,0.0,0.064,0.6729999999999999,0.8169317067857531,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Good Thing Go,Quinn XCII,user_library,0.77,0.57,0.8759999999999999,0.376,0.15568333333333334,0.257,0.47600000000000003,0.0,0.106,0.326,0.38728079729876924,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Right Where You Should Be (feat. Ashe & Louis Futon),Quinn XCII,user_library,0.77,0.53,0.513,0.444,0.10963333333333332,0.0356,0.161,4.74e-05,0.129,0.506,0.23194641106633268,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Drip Too Hard (Lil Baby & Gunna),Lil Baby,user_library,0.93,0.82,0.897,0.662,0.11505,0.292,0.0852,0.0,0.534,0.389,0.37781151290709075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Tie Me Down (with Elley Duhé),Gryffin,user_library,0.76,0.65,0.5479999999999999,0.8390000000000001,0.039516666666666665,0.0644,0.135,0.0,0.102,0.314,0.2853719638383619,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Trippy (feat. J. Cole),Anderson .Paak,user_library,0.79,0.64,0.57,0.65,0.1423,0.326,0.0707,0.0,0.33899999999999997,0.174,0.27063364557237785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Joypunks,Big Wild,user_library,0.66,0.55,0.6940000000000001,0.669,0.09579999999999998,0.0328,0.0382,0.021,0.0975,0.33799999999999997,0.44231973641215566,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Mopsy's Interlude,Big Wild,user_library,0.66,0.37,0.675,0.385,0.17778333333333332,0.0338,0.73,0.847,0.32899999999999996,0.575,0.6122426750898595,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
She Makes Magic,Big Wild,user_library,0.66,0.43,0.653,0.385,0.10123333333333333,0.0385,0.0194,0.48,0.0959,0.39799999999999996,0.31987937043895004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
City of Sound,Big Wild,user_library,0.66,0.49,0.684,0.48200000000000004,0.08898333333333333,0.0346,0.0128,0.742,0.17,0.7240000000000001,0.4288476200849581,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6's to 9's (feat. Rationale),Big Wild,user_library,0.66,0.68,0.7140000000000001,0.6629999999999999,0.09664999999999999,0.0694,0.145,0.0,0.264,0.64,0.2619880731946412,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
No Words,Big Wild,user_library,0.66,0.49,0.6709999999999999,0.5920000000000001,0.1108,0.0269,0.0791,0.000405,0.0982,0.38799999999999996,0.278891188323712,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Alley-Oop (feat. iDA HAWK),Big Wild,user_library,0.66,0.42,0.5670000000000001,0.6859999999999999,0.11143333333333333,0.0385,0.109,0.0,0.0988,0.413,0.6192680535889337,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Pale Blue Dot,Big Wild,user_library,0.66,0.5,0.685,0.591,0.1438,0.0959,0.00748,0.8440000000000001,0.12,0.493,0.6331281995425335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Maker,Big Wild,user_library,0.66,0.5,0.638,0.75,0.11385,0.0295,0.11699999999999999,0.501,0.0904,0.161,0.3265984097592855,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Purple Sand (My Home),Big Wild,user_library,0.66,0.52,0.754,0.634,0.11163333333333332,0.0337,0.425,0.154,0.121,0.5920000000000001,0.36752532403877575,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Heaven,Big Wild,user_library,0.66,0.44,0.66,0.545,0.12076666666666667,0.0333,0.228,0.136,0.583,0.0985,0.39492566169262616,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Awaken,Big Wild,user_library,0.66,0.63,0.493,0.344,0.14793333333333333,0.0381,0.752,0.000499,0.303,0.11900000000000001,0.5649030606687724,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Wake Up in the Sky,Gucci Mane,user_library,0.83,0.75,0.8,0.578,0.08573333333333334,0.0485,0.00381,0.0,0.359,0.36700000000000005,0.5854345931815705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aquarium,Nosaj Thing,user_library,0.53,0.53,0.635,0.655,0.15868333333333334,0.0484,0.15,0.5529999999999999,0.129,0.271,0.2315515739026251,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Who Are You,The Who,user_library,0.73,0.0,0.653,0.631,0.1889,0.0461,0.299,0.00265,0.0627,0.516,0.6760429147151727,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Pinball Wizard,The Who,user_library,0.73,0.0,0.537,0.716,0.1461,0.038,0.0192,0.0,0.245,0.452,0.44835121446465526,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Won't Get Fooled Again - Original Album Version,The Who,user_library,0.73,0.63,0.6859999999999999,0.92,0.10385,0.0566,0.301,0.27,0.0807,0.225,0.5310900228733255,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ZEZE (feat. Travis Scott & Offset),Kodak Black,user_library,0.83,0.32,0.861,0.637,0.09486666666666667,0.24,0.0515,3.35e-06,0.0967,0.474,0.27932687071125145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Tsunami,Young Thug,user_library,0.91,0.44,0.826,0.457,0.1720666666666667,0.371,0.00145,0.0,0.14,0.53,0.6738713103147806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Audemar (feat. Tracy T),Young Thug,user_library,0.91,0.45,0.907,0.499,0.16641666666666666,0.256,0.0296,0.0,0.11800000000000001,0.5589999999999999,0.5102793813310098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Scoliosis (feat. Gunna & Duke),Young Thug,user_library,0.91,0.43,0.925,0.639,0.16213333333333332,0.35600000000000004,0.127,0.0,0.0561,0.68,0.5651549395490687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
January 1st (feat. Jacquees & Trap Boy Freddy),Young Thug,user_library,0.91,0.41,0.679,0.436,0.17054999999999998,0.44,0.000523,0.0,0.109,0.295,0.7140766256399087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Slimed In (feat. Nechie),Young Thug,user_library,0.91,0.39,0.907,0.40700000000000003,0.16723333333333332,0.36700000000000005,0.0676,0.0,0.0944,0.41,0.5651209018625423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
U Ain't Slime Enough (feat. Karlae & Duke),Young Thug,user_library,0.91,0.39,0.715,0.507,0.17688333333333334,0.26,0.0348,0.0,0.11199999999999999,0.409,0.6531491667574338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Gain Clout,Young Thug,user_library,0.91,0.44,0.785,0.581,0.16583333333333333,0.156,0.000377,0.0108,0.25,0.254,0.7828804051846205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Oh Yeah (feat. HiDoraah),Young Thug,user_library,0.91,0.39,0.6729999999999999,0.409,0.20553333333333335,0.0977,0.0659,0.0,0.122,0.36700000000000005,0.6600928548088445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Dirty Shoes (feat. Gunna),Young Thug,user_library,0.91,0.46,0.8490000000000001,0.38,0.14646666666666666,0.441,0.0207,0.0,0.0958,0.423,0.6735922012852631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
It's A Slime (feat. Lil Uzi Vert),Young Thug,user_library,0.91,0.5,0.863,0.46399999999999997,0.17598333333333335,0.34600000000000003,0.00449,0.0,0.0938,0.5660000000000001,0.1258577497004683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Goin Up (feat. Lil Keed),Young Thug,user_library,0.91,0.4,0.701,0.5720000000000001,0.17315000000000003,0.509,0.0678,0.0,0.387,0.599,0.6597933231674109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Chains Choking Me (feat. Gunna),Young Thug,user_library,0.91,0.44,0.722,0.48200000000000004,0.18748333333333334,0.325,0.0123,0.0,0.11199999999999999,0.0842,0.16830274479904145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
STS (feat. Strick),Young Thug,user_library,0.91,0.4,0.8590000000000001,0.599,0.17576666666666665,0.23800000000000002,0.0224,0.0,0.27899999999999997,0.539,0.5653932033547544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Expensive (feat. HiDoraah & Dolly),Young Thug,user_library,0.91,0.35,0.851,0.499,0.16979999999999998,0.34,0.0922,0.0,0.193,0.805,0.6468726173619432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,user_library,0.91,0.68,0.938,0.5,0.168,0.14400000000000002,0.00183,0.0,0.077,0.462,0.5650187888029625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
